Host,Date,Time,Method,Endpoint,Protocol,Status Code,Content Size,No of Requests,Anomaly,Anomaly_Score
2856365276,2023-02-15,19:16:09,4,10,6,3,169.0,5,0,2871.9888579171056
2856365276,2023-02-15,19:16:10,4,227,6,3,169.0,5,0,2880.177772291148
2415145644,2023-02-15,20:02:34,4,236,6,3,169.0,62,0,0.0
3249127954,2023-02-15,20:10:37,7,214,6,3,169.0,3,1,1781677.010710976
3249127954,2023-02-15,20:10:38,0,1,1,6,0.0,3,1,1781677.0072625398
3240141471,2023-02-15,20:37:22,4,10,6,3,169.0,80,0,0.0
2783172667,2023-02-15,21:00:07,4,10,5,3,169.0,4,0,44250.319230486915
3119963234,2023-02-15,21:16:10,7,214,6,3,169.0,45,0,0.0
3119963234,2023-02-15,21:16:10,0,1,1,6,0.0,45,0,0.0
3180152486,2023-02-15,21:17:44,4,10,6,3,169.0,1,1,15112940.000867601
96260835,2023-02-15,21:35:48,0,1,1,6,157.0,6,0,743.8655792547468
623701701,2023-02-15,21:38:20,7,214,6,3,169.0,22,0,8.0
623701701,2023-02-15,21:38:21,0,1,1,6,0.0,22,0,8.0
623701703,2023-02-15,21:41:34,7,214,6,3,169.0,30,0,8.0
623701703,2023-02-15,21:41:34,0,1,1,6,0.0,30,0,0.0
2783172667,2023-02-15,21:46:24,4,10,6,3,169.0,4,0,44250.319230486915
623701701,2023-02-15,21:47:27,7,214,6,3,169.0,22,0,8.0
623701701,2023-02-15,21:47:28,0,1,1,6,0.0,22,0,8.0
96260835,2023-02-15,21:48:42,0,1,1,6,157.0,6,0,743.8655792547468
623701703,2023-02-15,21:49:48,7,214,6,3,169.0,30,0,8.0
623701703,2023-02-15,21:49:48,0,1,1,6,0.0,30,0,0.0
1977043819,2023-02-15,21:51:30,4,10,6,3,169.0,1,1,1809984.0883985693
1571527834,2023-02-15,21:51:45,4,10,6,3,169.0,1,1,11290339.013884747
96260835,2023-02-15,21:57:38,4,558,6,3,169.0,6,0,558.3762172585791
3119963234,2023-02-15,22:06:40,4,10,6,3,169.0,45,0,0.0
2503494232,2023-02-15,22:13:36,4,16,6,3,169.0,4,1,10427502.000205418
2503494232,2023-02-15,22:13:37,7,10,6,3,169.0,4,1,10427502.00030362
3240141471,2023-02-15,22:18:04,4,10,6,3,169.0,80,0,0.0
3119963234,2023-02-15,22:25:16,4,10,6,3,169.0,45,0,0.0
2807992890,2023-02-15,22:29:41,4,10,6,3,169.0,8,0,0.0
2807992890,2023-02-15,22:29:42,4,10,6,3,169.0,8,0,0.0
2807992890,2023-02-15,22:29:42,8,8,7,6,157.0,8,0,0.0
1977014210,2023-02-15,22:45:29,4,10,6,3,169.0,1,1,1780375.089935826
883396665,2023-02-15,23:02:11,4,400,6,3,169.0,12,0,0.0
3475901907,2023-02-15,23:02:19,4,10,6,3,169.0,4,0,192.0
1583758602,2023-02-15,23:04:32,4,177,6,3,169.0,50,0,0.0
1583758602,2023-02-15,23:04:33,4,176,6,3,169.0,50,0,0.0
1583758602,2023-02-15,23:04:34,4,10,6,3,169.0,50,0,0.0
3119963234,2023-02-15,23:42:36,7,214,6,3,169.0,45,0,0.0
3119963234,2023-02-15,23:42:36,0,1,1,6,0.0,45,0,0.0
623701701,2023-02-15,23:55:34,7,214,6,3,169.0,22,0,8.0
623701701,2023-02-15,23:55:35,0,1,1,6,0.0,22,0,8.0
623701703,2023-02-15,23:56:52,7,214,6,3,169.0,30,0,8.0
623701703,2023-02-15,23:56:52,0,1,1,6,0.0,30,0,0.0
3240141471,2023-02-16,00:02:45,4,10,6,3,169.0,80,0,0.0
623701703,2023-02-16,00:04:23,7,214,6,3,169.0,30,0,8.0
623701703,2023-02-16,00:04:23,0,1,1,6,0.0,30,0,0.0
623701701,2023-02-16,00:05:55,7,214,6,3,169.0,22,0,8.0
623701701,2023-02-16,00:05:55,0,1,1,6,0.0,22,0,8.0
1551247186,2023-02-16,00:55:17,4,10,6,3,169.0,16,0,0.0
2415145644,2023-02-16,00:57:08,4,236,6,3,169.0,62,0,0.0
2310593698,2023-02-16,01:02:30,4,269,6,3,169.0,19,0,45.254833995939045
1560248398,2023-02-16,01:14:23,4,10,6,3,169.0,1,0,10917.371112131344
623701703,2023-02-16,01:19:56,7,214,6,3,169.0,30,0,8.0
623701703,2023-02-16,01:19:56,0,1,1,6,0.0,30,0,0.0
3029695917,2023-02-16,01:34:26,4,10,6,3,169.0,2,0,5783.064931331828
1965243395,2023-02-16,01:34:33,1,495,0,6,157.0,1,1,9990440.012168434
623701703,2023-02-16,01:39:15,7,214,6,3,169.0,30,0,8.0
623701703,2023-02-16,01:39:15,0,1,1,6,0.0,30,0,0.0
3515691158,2023-02-16,01:49:28,7,214,6,3,169.0,30,0,0.0
3515691158,2023-02-16,01:49:29,0,1,1,6,0.0,30,0,0.0
3240141471,2023-02-16,01:52:28,4,10,6,3,169.0,80,0,0.0
2671865848,2023-02-16,02:17:13,4,10,5,3,169.0,4,1,9021429.999994457
3130417662,2023-02-16,02:30:24,4,10,6,3,169.0,1,1,10454383.00129625
2415145644,2023-02-16,02:59:43,4,236,6,3,169.0,62,0,0.0
1835192372,2023-02-16,03:00:54,7,214,6,3,169.0,16,0,0.0
1835192372,2023-02-16,03:00:55,0,1,1,6,0.0,16,0,0.0
1844273588,2023-02-14,03:19:27,4,16,6,3,169.0,73,0,0.0
1844273588,2023-02-14,03:19:27,70,541,16,6,157.0,73,0,87.63560920082658
1844273588,2023-02-14,03:19:28,7,16,6,3,169.0,73,0,0.0
1844273588,2023-02-14,03:19:28,4,14,6,3,169.0,73,0,0.0
1844273588,2023-02-14,03:19:29,7,14,6,3,169.0,73,0,0.0
1844273588,2023-02-14,03:19:29,4,13,6,3,169.0,73,0,0.0
1844273588,2023-02-14,03:19:30,7,13,6,3,169.0,73,0,0.0
1844273588,2023-02-14,03:19:30,4,205,6,3,169.0,73,0,0.0
1844273588,2023-02-14,03:19:30,7,205,6,3,169.0,73,0,0.0
1844273588,2023-02-14,03:19:31,4,241,6,3,169.0,73,0,0.0
1844273588,2023-02-14,03:19:31,7,241,6,3,169.0,73,0,0.0
1844273588,2023-02-14,03:19:32,4,454,6,3,169.0,73,0,0.0
1844273588,2023-02-14,03:19:32,7,454,6,3,169.0,73,0,0.0
1844273588,2023-02-14,03:19:33,4,308,6,3,169.0,73,0,0.0
1844273588,2023-02-14,03:19:33,7,308,6,3,169.0,73,0,0.0
1844273588,2023-02-14,03:19:34,4,259,6,3,169.0,73,0,0.0
1844273588,2023-02-14,03:19:34,7,259,6,3,169.0,73,0,0.0
1844273588,2023-02-14,03:19:34,4,479,6,3,169.0,73,0,0.0
1844273588,2023-02-14,03:19:35,7,479,6,3,169.0,73,0,0.0
1844273588,2023-02-14,03:19:35,4,360,6,3,169.0,73,0,0.0
1844273588,2023-02-14,03:19:36,7,360,6,3,169.0,73,0,0.0
1519889258,2023-02-14,03:26:38,3,555,6,6,157.0,48,0,0.0
1519889258,2023-02-14,03:26:39,0,1,1,6,157.0,48,0,0.0
1519889258,2023-02-14,03:26:48,4,562,6,3,169.0,48,0,0.0
1519889258,2023-02-14,03:26:49,0,1,1,6,157.0,48,0,0.0
1987799382,2023-02-14,03:39:26,0,1,1,6,157.0,29,0,0.0
1987799382,2023-02-14,03:39:26,29,494,0,6,157.0,29,0,39.191835884530846
1987799382,2023-02-14,03:39:27,4,10,6,3,169.0,29,0,0.0
1987799382,2023-02-14,03:39:27,4,10,6,3,169.0,29,0,0.0
343093121,2023-02-14,04:03:43,24,531,4,6,157.0,2,1,3046144.0013866713
343093121,2023-02-14,04:03:43,4,476,6,3,169.0,2,1,3046144.000940205
1698318454,2023-02-14,04:13:47,4,10,5,3,169.0,1,1,32557742.000006817
3240141471,2023-02-14,04:28:52,4,10,6,3,169.0,80,0,0.0
764006051,2023-02-14,04:34:17,4,10,6,3,169.0,11,0,169.3280839081338
2415145644,2023-02-14,04:45:15,4,236,6,3,169.0,62,0,0.0
764006051,2023-02-14,04:52:50,7,214,6,3,169.0,11,0,32.0
764006051,2023-02-14,04:52:50,0,1,1,6,0.0,11,0,32.0
764006051,2023-02-14,05:51:48,7,214,6,3,169.0,11,0,32.0
764006051,2023-02-14,05:51:48,0,1,1,6,0.0,11,0,32.0
575504311,2023-02-14,05:51:52,4,10,6,3,169.0,3,0,57549.99996524761
1583758602,2023-02-14,06:00:46,4,177,6,3,169.0,50,0,0.0
1583758602,2023-02-14,06:00:47,4,176,6,3,169.0,50,0,0.0
1583758602,2023-02-14,06:00:48,4,10,6,3,169.0,50,0,0.0
3237079819,2023-02-14,06:24:32,4,96,6,3,169.0,1,0,763.9895287240527
3112449399,2023-02-14,06:28:09,7,214,6,3,169.0,2,0,702129.0236302727
3112449399,2023-02-14,06:28:09,0,1,1,6,0.0,2,0,702129.0002955297
2148435258,2023-02-14,06:32:18,4,10,6,3,169.0,3,0,635.9874212592573
1806366480,2023-02-14,06:40:38,4,289,6,3,169.0,1,0,1060.1132015025564
764006051,2023-02-14,06:54:01,7,214,6,3,169.0,11,0,32.0
764006051,2023-02-14,06:54:01,0,1,1,6,0.0,11,0,32.0
3260520401,2023-02-14,07:00:46,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,07:00:46,0,1,1,6,0.0,196,0,0.0
3260520401,2023-02-14,07:16:45,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,07:16:46,0,1,1,6,0.0,196,0,0.0
764006051,2023-02-14,07:20:19,7,214,6,3,169.0,11,0,32.0
764006051,2023-02-14,07:20:19,0,1,1,6,0.0,11,0,32.0
3260520401,2023-02-14,07:25:30,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,07:25:30,0,1,1,6,0.0,196,0,0.0
3260520401,2023-02-14,07:31:09,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,07:31:09,0,1,1,6,0.0,196,0,0.0
3260520401,2023-02-14,07:40:14,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,07:40:14,0,1,1,6,0.0,196,0,0.0
3260520401,2023-02-14,07:43:05,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,07:43:05,0,1,1,6,0.0,196,0,0.0
3240141471,2023-02-14,07:49:12,4,10,6,3,169.0,80,0,0.0
1519889260,2023-02-14,07:54:03,3,556,6,6,157.0,36,0,0.0
1519889260,2023-02-14,07:54:04,0,1,1,6,157.0,36,0,0.0
1519889260,2023-02-14,07:54:13,4,563,6,3,169.0,36,0,22.627416997969522
1519889260,2023-02-14,07:54:14,0,1,1,6,157.0,36,0,0.0
3260520401,2023-02-14,07:54:21,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,07:54:22,0,1,1,6,0.0,196,0,0.0
2415145644,2023-02-14,08:01:23,4,236,6,3,169.0,62,0,0.0
3240141471,2023-02-14,08:08:09,4,10,6,3,169.0,80,0,0.0
3260520401,2023-02-14,08:19:59,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,08:20:00,0,1,1,6,0.0,196,0,0.0
623701701,2023-02-14,08:33:04,7,214,6,3,169.0,22,0,8.0
623701701,2023-02-14,08:33:05,0,1,1,6,0.0,22,0,8.0
623701703,2023-02-14,08:33:19,7,214,6,3,169.0,30,0,8.0
623701703,2023-02-14,08:33:19,0,1,1,6,0.0,30,0,0.0
623701703,2023-02-14,08:39:30,7,214,6,3,169.0,30,0,8.0
623701703,2023-02-14,08:39:30,0,1,1,6,0.0,30,0,0.0
3260520401,2023-02-14,08:41:13,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,08:41:14,0,1,1,6,0.0,196,0,0.0
623701701,2023-02-14,08:42:22,7,214,6,3,169.0,22,0,8.0
623701701,2023-02-14,08:42:22,0,1,1,6,0.0,22,0,8.0
1519889260,2023-02-14,08:49:01,3,555,6,6,157.0,36,0,22.627416997969522
1519889260,2023-02-14,08:49:02,0,1,1,6,157.0,36,0,0.0
1519889260,2023-02-14,08:49:08,4,562,6,3,169.0,36,0,22.627416997969522
1519889260,2023-02-14,08:49:12,0,1,1,6,157.0,36,0,0.0
1844273890,2023-02-14,08:51:17,4,16,6,3,169.0,101,0,0.0
1844273890,2023-02-14,08:51:17,0,1,1,6,157.0,101,0,0.0
1844273890,2023-02-14,08:51:17,7,16,6,3,169.0,101,0,0.0
1844273890,2023-02-14,08:51:18,4,14,6,3,169.0,101,0,0.0
1844273890,2023-02-14,08:51:18,7,14,6,3,169.0,101,0,0.0
1844273890,2023-02-14,08:51:19,4,13,6,3,169.0,101,0,0.0
1844273890,2023-02-14,08:51:19,7,13,6,3,169.0,101,0,0.0
1844273890,2023-02-14,08:51:19,4,205,6,3,169.0,101,0,0.0
1844273890,2023-02-14,08:51:20,7,205,6,3,169.0,101,0,0.0
1844273890,2023-02-14,08:51:20,4,241,6,3,169.0,101,0,0.0
1844273890,2023-02-14,08:51:21,7,241,6,3,169.0,101,0,0.0
1844273890,2023-02-14,08:51:21,4,454,6,3,169.0,101,0,22.627416997969522
1844273890,2023-02-14,08:51:22,7,454,6,3,169.0,101,0,22.627416997969522
1844273890,2023-02-14,08:51:22,4,308,6,3,169.0,101,0,0.0
1844273890,2023-02-14,08:51:23,7,308,6,3,169.0,101,0,0.0
1844273890,2023-02-14,08:51:23,4,259,6,3,169.0,101,0,0.0
1844273890,2023-02-14,08:51:24,7,259,6,3,169.0,101,0,0.0
1844273890,2023-02-14,08:51:24,4,479,6,3,169.0,101,0,0.0
1844273890,2023-02-14,08:51:24,7,479,6,3,169.0,101,0,0.0
1844273890,2023-02-14,08:51:25,4,360,6,3,169.0,101,0,0.0
1844273890,2023-02-14,08:51:25,7,360,6,3,169.0,101,0,0.0
1551247186,2023-02-14,08:54:40,4,10,6,3,169.0,16,0,0.0
623701735,2023-02-14,08:56:45,7,214,6,3,169.0,20,0,0.0
623701735,2023-02-14,08:56:45,0,1,1,6,0.0,20,0,0.0
3260520401,2023-02-14,09:06:37,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,09:06:37,0,1,1,6,0.0,196,0,0.0
3260520401,2023-02-14,09:08:17,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,09:08:18,0,1,1,6,0.0,196,0,0.0
751321790,2023-02-14,09:15:48,4,282,6,3,169.0,21,0,232.13789005675054
751321790,2023-02-14,09:15:48,4,10,6,3,169.0,21,0,381.1561359862911
751321790,2023-02-14,09:15:48,4,400,6,3,169.0,21,0,349.9028436580646
751321790,2023-02-14,09:15:49,4,400,6,3,169.0,21,0,349.9028436580646
751321790,2023-02-14,09:15:49,4,86,6,3,169.0,21,0,313.9426699255773
751321790,2023-02-14,09:15:49,4,50,6,3,169.0,21,0,349.9028436580646
751321790,2023-02-14,09:15:50,4,51,6,3,169.0,21,0,348.9871057789958
3260520401,2023-02-14,09:30:00,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,09:30:00,0,1,1,6,0.0,196,0,0.0
3260520308,2023-02-14,09:56:35,7,214,6,3,169.0,10,0,212.2639865827456
3260520308,2023-02-14,09:56:35,0,1,1,6,0.0,10,0,186.59046063504962
1519889260,2023-02-14,10:05:13,3,556,6,6,157.0,36,0,0.0
1519889260,2023-02-14,10:05:14,0,1,1,6,157.0,36,0,0.0
1519889260,2023-02-14,10:05:21,4,563,6,3,169.0,36,0,22.627416997969522
1519889260,2023-02-14,10:05:24,0,1,1,6,157.0,36,0,0.0
3260520401,2023-02-14,10:06:26,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,10:06:27,0,1,1,6,0.0,196,0,0.0
1123085428,2023-02-14,10:08:16,4,10,6,3,169.0,1,0,8018.027687654863
3240141471,2023-02-14,10:12:02,4,10,6,3,169.0,80,0,0.0
3260520401,2023-02-14,10:13:13,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,10:13:14,0,1,1,6,0.0,196,0,0.0
3260520401,2023-02-14,10:22:27,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,10:22:27,0,1,1,6,0.0,196,0,0.0
2415145644,2023-02-14,10:26:22,4,236,6,3,169.0,62,0,0.0
3260520401,2023-02-14,10:30:57,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,10:30:58,0,1,1,6,0.0,196,0,0.0
3260520401,2023-02-14,10:43:56,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,10:43:56,0,1,1,6,0.0,196,0,0.0
883396698,2023-02-14,10:46:36,4,10,6,3,169.0,19,0,391.10100997057015
3260520401,2023-02-14,10:47:33,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,10:47:33,0,1,1,6,0.0,196,0,0.0
3002046418,2023-02-14,10:50:39,4,10,6,3,169.0,1,1,3938848.0
3260520401,2023-02-14,10:54:21,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,10:54:21,0,1,1,6,0.0,196,0,0.0
3260520401,2023-02-14,11:01:49,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,11:01:49,0,1,1,6,0.0,196,0,0.0
3260520401,2023-02-14,11:29:40,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,11:29:40,0,1,1,6,0.0,196,0,0.0
1806361112,2023-02-14,11:32:16,4,10,6,3,169.0,1,0,574.2194702376436
3260520401,2023-02-14,11:38:56,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,11:38:56,0,1,1,6,0.0,196,0,0.0
3260520401,2023-02-14,11:51:15,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,11:51:16,0,1,1,6,0.0,196,0,0.0
1975233835,2023-02-14,11:53:34,4,10,6,3,169.0,5,1,1780375.0000671207
1975233835,2023-02-14,11:53:37,73,572,0,6,157.0,5,1,1780375.089935826
1975233835,2023-02-14,11:53:38,0,1,1,6,157.0,5,1,1780375.0000671207
1905165111,2023-02-14,12:10:15,4,10,6,3,169.0,6,0,5782.976396285912
3260520401,2023-02-14,12:14:32,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,12:14:32,0,1,1,6,0.0,196,0,0.0
3260520401,2023-02-14,12:18:46,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,12:18:46,0,1,1,6,0.0,196,0,0.0
3260520401,2023-02-14,12:47:55,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,12:47:55,0,1,1,6,0.0,196,0,0.0
1583758602,2023-02-14,12:53:43,4,10,6,3,169.0,50,0,0.0
2415145644,2023-02-14,13:05:12,4,236,6,3,169.0,62,0,0.0
1519889260,2023-02-14,13:11:07,3,552,6,6,157.0,36,0,22.627416997969522
1519889260,2023-02-14,13:11:08,0,1,1,6,157.0,36,0,0.0
1519889260,2023-02-14,13:11:14,4,561,6,3,169.0,36,0,22.627416997969522
1519889260,2023-02-14,13:11:18,0,1,1,6,157.0,36,0,0.0
100625897,2023-02-14,13:11:53,4,10,6,3,169.0,7,0,169.0207087903728
100625897,2023-02-14,13:26:11,4,10,6,3,169.0,7,0,169.00887550658396
761244064,2023-02-14,13:27:30,7,214,6,3,169.0,30,0,0.0
761244064,2023-02-14,13:27:30,0,1,1,6,0.0,30,0,0.0
2682217158,2023-02-14,13:35:07,4,10,6,3,169.0,2,0,1278647.0545760468
3240141471,2023-02-14,13:35:16,4,10,6,3,169.0,80,0,0.0
1519889258,2023-02-14,14:03:20,3,578,6,6,157.0,48,0,32.0
1519889258,2023-02-14,14:03:21,0,1,1,6,157.0,48,0,0.0
1519889258,2023-02-14,14:03:28,4,566,6,3,169.0,48,0,0.0
1519889258,2023-02-14,14:03:31,0,1,1,6,157.0,48,0,0.0
1509467641,2023-02-14,14:18:38,11,570,0,6,157.0,11,0,0.0
83269314,2023-02-14,14:45:11,4,16,6,3,169.0,1,1,3618944.0924475472
1519889260,2023-02-14,14:58:06,3,551,6,6,157.0,36,0,22.627416997969522
1519889260,2023-02-14,14:58:07,0,1,1,6,157.0,36,0,0.0
1519889260,2023-02-14,14:58:13,4,560,6,3,169.0,36,0,22.627416997969522
1519889260,2023-02-14,14:58:17,0,1,1,6,157.0,36,0,0.0
2415145644,2023-02-14,15:05:19,4,236,6,3,169.0,62,0,0.0
3260520401,2023-02-14,15:08:48,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,15:08:49,0,1,1,6,0.0,196,0,0.0
3260520401,2023-02-14,15:15:25,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,15:15:25,0,1,1,6,0.0,196,0,0.0
761244064,2023-02-14,15:31:33,7,214,6,3,169.0,30,0,0.0
761244064,2023-02-14,15:31:34,0,1,1,6,0.0,30,0,0.0
1519889258,2023-02-14,15:52:40,3,549,6,6,157.0,48,0,0.0
1519889258,2023-02-14,15:52:41,0,1,1,6,157.0,48,0,0.0
1519889258,2023-02-14,15:52:50,4,559,6,3,169.0,48,0,0.0
1519889258,2023-02-14,15:52:51,0,1,1,6,157.0,48,0,0.0
3260520401,2023-02-14,16:00:08,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,16:00:08,0,1,1,6,0.0,196,0,0.0
3260520401,2023-02-14,16:04:11,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,16:04:11,0,1,1,6,0.0,196,0,0.0
761244064,2023-02-14,16:29:25,4,10,6,3,169.0,30,0,169.3280839081338
761214870,2023-02-14,16:30:58,3,567,6,6,157.0,3,0,29149.918696284556
3260520401,2023-02-14,16:33:42,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,16:33:43,0,1,1,6,0.0,196,0,0.0
1519889258,2023-02-14,16:58:24,3,555,6,6,157.0,48,0,0.0
1519889258,2023-02-14,16:58:25,0,1,1,6,157.0,48,0,0.0
1519889258,2023-02-14,16:58:31,4,562,6,3,169.0,48,0,0.0
1519889258,2023-02-14,16:58:35,0,1,1,6,157.0,48,0,0.0
3515691158,2023-02-14,17:34:28,7,214,6,3,169.0,30,0,0.0
3515691158,2023-02-14,17:34:29,0,1,1,6,0.0,30,0,0.0
761244064,2023-02-14,18:06:28,7,214,6,3,169.0,30,0,0.0
761244064,2023-02-14,18:06:29,0,1,1,6,0.0,30,0,0.0
3237079307,2023-02-14,18:11:59,4,322,6,3,169.0,1,0,1084.2287581502346
761244064,2023-02-14,18:13:29,4,10,6,3,169.0,30,0,169.3280839081338
3260520401,2023-02-14,18:31:06,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,18:31:06,0,1,1,6,0.0,196,0,0.0
3237074019,2023-02-14,18:41:37,4,321,6,3,169.0,1,0,1515.1923970242194
3260520401,2023-02-14,18:43:59,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,18:44:00,0,1,1,6,0.0,196,0,0.0
760196117,2023-02-14,18:57:20,15,530,0,6,157.0,3,0,7243.159531585647
1783344921,2023-02-14,19:07:05,4,10,6,3,169.0,1,0,2150.080928709429
2727247324,2023-02-14,19:26:10,4,10,6,3,169.0,15,0,0.0
2727247324,2023-02-14,19:26:11,8,8,7,6,157.0,15,0,0.0
3260520401,2023-02-14,19:37:31,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,19:37:31,0,1,1,6,0.0,196,0,0.0
3260520401,2023-02-14,19:42:48,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,19:42:49,0,1,1,6,0.0,196,0,0.0
3453099799,2023-02-14,19:45:02,4,10,6,3,169.0,2,0,5783.064931331828
1519889260,2023-02-14,19:47:20,3,552,6,6,157.0,36,0,22.627416997969522
1519889260,2023-02-14,19:47:21,0,1,1,6,157.0,36,0,0.0
1519889260,2023-02-14,19:47:30,4,561,6,3,169.0,36,0,22.627416997969522
1519889260,2023-02-14,19:47:31,0,1,1,6,157.0,36,0,0.0
3515687697,2023-02-14,19:52:13,4,10,6,3,169.0,5,0,655.8048490214143
3337296030,2023-02-14,20:09:36,0,1,1,6,157.0,1,0,101.19288512538814
3260520401,2023-02-14,20:13:02,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,20:13:02,0,1,1,6,0.0,196,0,0.0
3260520401,2023-02-14,20:22:33,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,20:22:33,0,1,1,6,0.0,196,0,0.0
3453099928,2023-02-14,20:24:39,4,10,5,3,169.0,1,0,5784.4813077751405
2600753529,2023-02-14,20:34:17,4,210,0,6,0.0,1,1,11228182.003033618
1519889258,2023-02-14,20:38:46,3,555,6,6,157.0,48,0,0.0
1519889258,2023-02-14,20:38:47,0,1,1,6,157.0,48,0,0.0
1519889258,2023-02-14,20:38:56,4,562,6,3,169.0,48,0,0.0
1519889258,2023-02-14,20:38:57,0,1,1,6,157.0,48,0,0.0
1835192372,2023-02-14,20:52:54,7,214,6,3,169.0,16,0,0.0
1835192372,2023-02-14,20:52:54,0,1,1,6,0.0,16,0,0.0
265040957,2023-02-14,21:16:20,4,10,6,3,169.0,1,1,75006020.00003755
1519889258,2023-02-14,21:26:17,3,556,6,6,157.0,48,0,0.0
1519889258,2023-02-14,21:26:18,0,1,1,6,157.0,48,0,0.0
1519889258,2023-02-14,21:26:23,4,563,6,3,169.0,48,0,0.0
1519889258,2023-02-14,21:26:28,0,1,1,6,157.0,48,0,0.0
3260520401,2023-02-14,21:44:00,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,21:44:00,0,1,1,6,0.0,196,0,0.0
402351690,2023-02-14,22:15:30,4,10,6,3,169.0,5,0,5783.001296904576
2412169614,2023-02-14,22:17:40,4,10,5,3,169.0,3,1,2976030.009311062
3475901907,2023-02-14,22:27:26,4,10,6,3,169.0,4,0,192.0
2856355448,2023-02-14,22:48:06,4,85,6,3,169.0,4,0,1093.1642145624783
2856355448,2023-02-14,22:48:06,0,1,1,6,157.0,4,0,1096.904736064167
2856355448,2023-02-14,22:48:06,4,87,6,3,169.0,4,0,1093.1642145624783
2856355448,2023-02-14,22:48:07,0,1,1,6,157.0,4,0,1096.904736064167
1519889258,2023-02-14,22:56:39,3,556,6,6,157.0,48,0,0.0
1519889258,2023-02-14,22:56:40,0,1,1,6,157.0,48,0,0.0
1519889258,2023-02-14,22:56:49,4,563,6,3,169.0,48,0,0.0
1519889258,2023-02-14,22:56:50,0,1,1,6,157.0,48,0,0.0
2148435626,2023-02-14,22:56:54,4,10,6,3,169.0,5,0,544.0
1332625130,2023-02-14,23:01:37,7,214,6,3,169.0,84,0,22.627416997969522
1332625130,2023-02-14,23:01:37,0,1,1,6,0.0,84,0,0.0
3260520401,2023-02-14,23:16:55,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,23:16:55,0,1,1,6,0.0,196,0,0.0
1332625130,2023-02-14,23:18:05,7,214,6,3,169.0,84,0,22.627416997969522
1332625130,2023-02-14,23:18:05,0,1,1,6,0.0,84,0,0.0
1754805335,2023-02-14,23:21:01,4,10,5,3,169.0,1,0,1356879.0397732584
2415145644,2023-02-14,23:25:57,4,236,6,3,169.0,62,0,0.0
3260520401,2023-02-14,23:27:00,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,23:27:00,0,1,1,6,0.0,196,0,0.0
3571475053,2023-02-14,23:27:07,4,488,6,3,169.0,2,1,8951157.00504108
3260520401,2023-02-14,23:38:14,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,23:38:14,0,1,1,6,0.0,196,0,0.0
1332625130,2023-02-14,23:46:23,7,214,6,3,169.0,84,0,22.627416997969522
1332625130,2023-02-14,23:46:23,0,1,1,6,0.0,84,0,0.0
3260520401,2023-02-14,23:58:07,7,214,6,3,169.0,196,0,0.0
3260520401,2023-02-14,23:58:07,0,1,1,6,0.0,196,0,0.0
1332625130,2023-02-15,00:06:36,7,214,6,3,169.0,84,0,22.627416997969522
1332625130,2023-02-15,00:06:36,0,1,1,6,0.0,84,0,0.0
